compound,user_compound_id,smiles,purity_pct,molecular_weight,log_p,tpsa,inchi_key,num_rotatable_bonds,num_h_acceptors,num_h_donors,num_atoms,num_bonds
9ad90086-c03d-4541-8da0-bdade738a75e,9258648,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2ccc(NCC3CCCO3)nn2)CC1,,453.57,2.73,87.66,CBMIKNRPPHCMCE-UHFFFAOYSA-N,6,7,1,32,36
aed72739-4a1d-466a-891d-be2326801cbe,9245656,CCC(=O)N1CCC(c2ccc3cc(-c4ccncc4)cnc3n2)CC1,,346.43,3.81,58.98,QAJCHDJQCOTILJ-UHFFFAOYSA-N,3,4,0,26,29
d2ac7e98-0ded-4042-a69c-325c3a3fe2fc,9250097,CC(O)c1ccc(C2(CNS(=O)(=O)c3ccc(OCC(N)=O)cc3)CCCC2)s1,,438.57,2.46,118.72,YANYXWNRDFMDHP-UHFFFAOYSA-N,9,6,3,29,31
f06ef9ab-3d64-4d04-8f2b-6933c86d1665,9258369,COc1ccc(OC)c(-c2ccc(=O)n(CC(=O)N3CCN(c4ccccc4)CC3)n2)c1,,434.5,2.28,76.9,GBMCHXDLTNMPKZ-UHFFFAOYSA-N,6,7,0,32,35
abe5c65c-a39d-4cc8-9f92-14ac7e9c9208,9247424,CCSc1ccccc1C(=O)NCC(O)(c1ccccc1)C1CCOCC1,,385.53,3.84,58.56,FZUOUTDFYITSQR-UHFFFAOYSA-N,7,4,2,27,29
6ab33a63-0bf3-4af2-952f-9d562be1a83b,9254946,Cc1ccc(-n2c(C3CCNCC3)n[nH]c2=O)cc1.Cl,,294.79,1.76,62.71,VCJDVPKBVNXTCE-UHFFFAOYSA-N,2,4,2,20,21
4800f076-9f6f-4819-a0ab-627225cfb942,9255615,Cc1ccc(CNC(=O)c2ccc(-n3ccnc3SCC(=O)Nc3ccc(F)cc3Cl)cc2)o1,,498.97,5.23,89.16,FCKNOMUOJWDORQ-UHFFFAOYSA-N,8,6,2,34,37
b2e1593f-5a4e-4871-beba-5450568f431a,9256271,O=C(NCCNC(=O)c1ccc(NC(=O)C2CCCC2)cc1)Nc1ccccc1,,394.48,3.37,99.33,TZZDIFZNEXGPSM-UHFFFAOYSA-N,7,3,4,29,31
9e6e33c6-ea80-416d-987e-bc12ce01f805,9264477,Cc1nc(-c2ccccc2)sc1CC(=O)NCC1CCS(=O)(=O)C1,,364.49,2.21,76.13,MYIFDSOPWNBFLI-UHFFFAOYSA-N,5,5,1,24,26
6692ca0e-e78c-4139-a851-dd02c5f5e21a,9252150,COc1ccc(CCC(=O)NCCCN2CCOC(c3ccccc3)C2)cc1,,382.5,3.21,50.8,SWTMHQFBPZKRBS-UHFFFAOYSA-N,9,4,1,28,30
63f27b74-43c1-4d9a-a373-66905be7c5f2,9248896,CC(C)Sc1ccc(CC(=O)NCC#CCN2CCc3ccccc3C2)cc1,,392.57,3.91,32.34,BKQSHMJADHGMFZ-UHFFFAOYSA-N,6,3,1,28,30
73d24d98-e346-4308-b307-ceb8e67f7b39,9247407,O=C(NC1CCC(O)CC1)c1ccnc(OCC2CC2)c1,,290.36,1.9,71.45,GERQXUBJMAUTSA-UHFFFAOYSA-N,5,4,2,21,23
27c4e680-d4d5-4e3c-b19c-e90306928bd3,9265132,CC(=O)Nc1ccc(C(=O)NCc2cncc(C3CC3)c2)cc1,,309.37,2.85,71.09,XGWMFVMDQICLKN-UHFFFAOYSA-N,5,3,2,23,25
3444a33d-2e21-4bcb-9052-bdcf6e46ad02,9243521,O=c1c(=O)n(-c2ccc(Br)cc2)ccn1Cc1ccncc1,,358.19,2.21,56.89,ZTPUAJOBYUPFKA-UHFFFAOYSA-N,3,5,0,22,24
0e2f1df4-d021-4f9d-84cf-cc8b5d0ae23d,9246976,CCOc1ccc(-c2cc3c(=O)n(CC4CCOCC4)ccn3n2)cc1,,353.42,2.99,57.76,UMMVXKXGGNMYKW-UHFFFAOYSA-N,5,6,0,26,29
7c02d3d3-4ec2-4c69-9f3d-c2fedd564222,9263723,O=C(c1csc(Nc2ncccn2)n1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,,434.45,3.66,74.25,WVJZHPKNXXIYHI-UHFFFAOYSA-N,4,7,1,30,33
4c5a3835-7fa1-43b1-9350-70a394d50b7d,9246696,CC1CC(C)CN(c2nc(N3CCOCC3)nc(N3CCOCC3)n2)C1,,362.48,1.03,66.85,HOHXLQTXUIYSDO-UHFFFAOYSA-N,3,8,0,26,29
4c15fa9f-f943-480c-aa51-d97a6629dd43,9259909,CCOc1ccc(-n2c(-c3ccc(F)cc3)cn3c4c(=O)[nH]c(=O)n(C)c4nc23)cc1,,419.42,2.87,86.32,ZUPMBMMMBDETHN-UHFFFAOYSA-N,4,7,1,31,35
4a254255-530e-41c4-b55a-734261fbd621,9260326,O=C1Sc2ccc(Br)c3cccc1c23,,265.13,3.85,17.07,XUXKRCALJDCYGF-UHFFFAOYSA-N,0,2,0,14,16
d9db3d2c-bf37-4b31-ac82-889820dd9a96,9258627,COc1ccccc1C(=O)N1CCN(c2ccc(Nc3ccc(C)cc3)nn2)CC1,,403.49,3.5,70.59,KMXIHHNZRQZTEF-UHFFFAOYSA-N,5,6,1,30,33
e66777ce-97d4-422a-a39b-9c9af9f6cfcb,9258825,COc1ccc(Nc2ccnc3ccc(Cl)cc23)cc1,,284.75,4.64,34.15,GWOMWQCSDVRDMU-UHFFFAOYSA-N,3,3,1,20,22
0b14e33a-eb8e-4130-b725-67648ff4c9d1,9269619,Cc1noc(CNC(=O)C2CCN(C(=O)Nc3ccccc3)CC2)n1,,343.39,1.94,100.36,KYVYEHJOOBPWDC-UHFFFAOYSA-N,4,5,2,25,27
752bbae5-7236-4a42-ac13-7ca6505b0977,9244001,Cn1c(-c2ccccn2)nn(CC2CC2)c1=O,,230.27,1.05,52.71,QMKYLCHNRKQQGD-UHFFFAOYSA-N,3,5,0,17,19
8fe56ce5-7678-478d-8093-d0259fd359fa,9253111,O=C(CCc1cccc(Oc2ccc(F)cc2)c1)NCCc1ccncc1,,364.42,4.3,51.22,WQRAIEHUZWTAIN-UHFFFAOYSA-N,8,3,1,27,29
b9608787-5ff8-4614-9823-5deb920ebae9,9253951,O=C(CCc1ccccc1)NCCCCCCCCNC(=O)CCc1ccccc1,,408.59,4.83,58.2,UVSOBDNHOZAGJD-UHFFFAOYSA-N,15,2,2,30,31
9a5660c4-53ea-467a-aa1c-215e78e2a76b,9250499,CCOCCn1ccc2c(OCC(=O)Nc3ccccc3F)cccc2c1=O,,384.41,3.19,69.56,HSLHHPQXMRRAKO-UHFFFAOYSA-N,8,5,1,28,30
bf09401c-d698-4472-b227-d334c0b00429,9242736,CCN1CC2=C(OC(N)=C(C#N)C2c2ccc(F)cc2)/C(=C/c2ccc(F)cc2)C1,,405.45,4.45,62.28,HDRVKWMIYVUCKZ-GZTJUZNOSA-N,3,4,1,30,33
88909c1d-522e-4f88-9be4-ccdc4552ebb4,9252656,COc1ccc(CNC(=O)Nc2ccc(CC(=O)N3CCOCC3)cc2)cc1OC,,413.47,2.43,89.13,PMIPYFNJZJBWCV-UHFFFAOYSA-N,7,5,2,30,32
fd0bb415-1063-46f0-9776-06caa8f1ab1d,9269534,CC(C)(C)NS(=O)(=O)c1ccc2c(c1)Cc1cc(S(=O)(=O)NC(C)(C)C)ccc1-2,,436.6,3.41,92.34,NVWBOUWXVMEEDT-UHFFFAOYSA-N,4,4,2,29,31
3e586fc5-f0bb-4582-863b-d077507c09c0,9243662,Fc1ccc(N2CCN(C3CCSCC3)CC2)cc1,,280.41,2.84,6.48,IACMDFDBTFTIMV-UHFFFAOYSA-N,2,3,0,19,21
bad9f986-82e6-4cdb-8b37-9139d4ce6080,9254370,O=C(NCCOc1ccccc1)NCC1CCN(C2CCOCC2)CC1,,361.49,2.26,62.83,TUFUYMGJFFPOTL-UHFFFAOYSA-N,7,4,2,26,28
21041b06-3cb9-40d7-be5a-3f8509b36123,9251276,NS(=O)(=O)c1ccc(CCNC(=O)CCC2NC(=O)c3ccccc3NC2=O)cc1,,430.49,0.52,147.46,XPKLBMFMLPNHGY-UHFFFAOYSA-N,7,5,4,30,32
e0111739-9ae0-4dfd-b89a-41fa67622463,9255493,NS(=O)(=O)c1ccc(S(=O)(=O)N2CCC(N3CCc4sccc4C3)CC2)cc1,,441.6,1.61,100.78,DUCMFZVOFRJBHK-UHFFFAOYSA-N,4,6,1,28,31
e9523886-3f5c-4575-a168-fd0b578e5847,9253517,NS(=O)(=O)c1ccc2nc(NC(=O)CCC3CCCCC3)sc2c1,,367.5,3.24,102.15,HZRVBIOLWABTSJ-UHFFFAOYSA-N,5,5,2,24,26
09428684-48c1-4c58-b1f3-1132358c6bf0,9243058,O=C(Cn1ccc2ccccc21)N1CCc2ccccc21,,276.34,3.23,25.24,ZZFISXKAVISINT-UHFFFAOYSA-N,2,2,0,21,24
0b4a1151-0c7a-45e6-8dcc-d610213cfeb7,9255663,O=C(NC1CCCCC1)N1CCN(CC(O)Cn2c3ccccc3c3ccccc32)CC1,,434.58,3.82,60.74,NUEGGNMLLLYYCW-UHFFFAOYSA-N,5,4,2,32,36
912869d9-22ab-4897-a31b-a275527033c3,9263673,Cc1ccnc(Nc2ccc(N3CCNCC3)nn2)c1,,270.34,1.33,65.97,PQARIKUGFHWGTD-UHFFFAOYSA-N,3,6,2,20,22
82e4242b-131b-491a-8234-b111f1c90ede,9255121,COc1ccc(Nc2cc(C)nc(NCCNC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)n2)cc1,,484.58,2.63,125.55,JBUTWEGLKVPMEI-UHFFFAOYSA-N,10,8,3,34,36
306b5d37-fddd-46f5-b16e-8e7d675416b8,9256546,COc1ccc(C(=O)Nc2nc(CC(=O)N3CCN(c4ccccc4)CC3)cs2)cc1,,436.54,3.3,74.77,MDTWEGFGZIJRMH-UHFFFAOYSA-N,6,6,1,31,34
e1a14f46-65c7-4c91-821e-7ba3baaca6c9,9257796,CN(c1ncc(Br)cn1)C1CCNC1.Cl.Cl,,330.06,1.88,41.05,YVEUKUAXZODSAU-UHFFFAOYSA-N,2,4,1,16,15
5720124b-02c0-4175-9b8f-b579893f2e64,9259712,COc1cccc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)oc12,,365.43,3.48,67.6,GOFZOTOJFOXRGW-UHFFFAOYSA-N,5,5,1,27,30
9496c163-4d22-4999-bf78-395076ee0863,9244324,O=S(=O)(Cc1ccccc1)N1CCN(Cc2nc(-c3ccccc3)cs2)CC1,,413.57,3.46,53.51,HELZZWGGQARNLB-UHFFFAOYSA-N,6,5,0,28,31
5c7b441f-82da-4e11-9b51-105e9f597a3a,9245328,Cn1ccnc(N2CCN(c3ccccc3)CC2)c1=O,,270.34,1.11,41.37,QZRAISPDFHRXST-UHFFFAOYSA-N,2,5,0,20,22
edaa169c-bdad-45ce-a64c-047112759cbe,9252687,CC(=O)Nc1ccc(NC(=O)CC(NCCCN2CCOCC2)C(=O)O)cc1,,392.46,0.74,120.0,NEUPCMSCAZEYPP-UHFFFAOYSA-N,10,6,4,28,29
d52d78a2-7260-4f13-84a1-bc4d25f02bef,9267665,COc1ccc(-n2nnc(C(=O)NCc3ccccc3)c2C2CC2)cc1,,348.41,3.08,69.04,QDDLNLCKEUQQHL-UHFFFAOYSA-N,6,5,1,26,29
87aeec47-0f2b-44eb-9b1b-8f7cd1c74255,9259478,O=C1COC(COCc2ccccc2)CCN1,,235.28,1.11,47.56,SFEMDQIQBVSRNE-UHFFFAOYSA-N,4,3,1,17,18
f9f42e89-fc1b-4a32-8ead-d3ddd7966ed3,9250622,O=C(CC(NCCCN1CCOCC1)C(=O)O)Nc1ccccc1,,335.4,0.78,90.9,NBPASZZXACWBMH-UHFFFAOYSA-N,9,5,3,24,25
6426c75d-fe0d-40dc-b60f-2f79a1fd43ac,9249825,O=C(Nc1nc(CC(=O)N2CCN(c3ccccn3)CC2)cs1)c1ccc[nH]c1=O,,424.49,1.37,111.29,ODPZJGAQUPNODD-UHFFFAOYSA-N,5,7,2,30,33
510aabe8-23bf-450d-a595-24fb0de15605,9250319,O=c1c2nccnc2nc(SCc2ccc(F)cc2)n1CCc1c[nH]c2ccccc12,,431.5,4.34,76.46,XQKQLKRZJZYRCH-UHFFFAOYSA-N,6,6,1,31,35
ece2da39-c441-4519-91a8-dc6b28610ac1,9251777,Cc1ccsc1CCC(=O)NCc1nccnc1-c1ccncc1,,338.44,3.16,67.77,YLQKWXQVXDIBNN-UHFFFAOYSA-N,6,5,1,24,26
e0426e04-6fae-4d80-899d-83386dd522d3,9245479,COc1ccc2ccccc2c1CCC(=O)N1CC(N2CCC(C(N)=O)CC2)C1,,395.5,2.19,75.87,MKLAAAYVNQWBQW-UHFFFAOYSA-N,6,4,1,29,32
b9776b78-182f-4eca-91f4-1883e4679ea6,9261857,O=C(Nc1ccccc1F)c1cc(C2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)n[nH]1,,445.5,4.23,93.88,HMOPOLXKTICZDV-UHFFFAOYSA-N,5,3,3,33,37
bee944cd-c4ac-4553-94f2-9b7796dfdfeb,9246758,COc1cccc(OCC(=O)Nc2ccc(CC(=O)N3CCCC3)cc2)c1,,368.43,2.88,67.87,PAPQPTUKZSYJCA-UHFFFAOYSA-N,7,4,1,27,29
b8264010-7d1b-4c33-a617-76321834d239,9246137,Cc1cc(NCCCN2CCOCC2)n2nc(C)c(-c3ccccc3)c2n1,,365.48,3.15,54.69,AMPZMQYKMHTPQI-UHFFFAOYSA-N,6,6,1,27,30
5ba0c56a-b076-4f25-a3af-8d7fffdb551d,9247556,O=C(CSc1ncc(CO)n1Cc1c(F)cccc1F)N1CCCc2ccccc21,,429.49,3.77,58.36,KJKZKAAEZGAUEP-UHFFFAOYSA-N,6,5,1,30,33
24291bd8-84ec-4d81-b767-94819e299be7,9269720,CN(C1CCNCC1)S(=O)(=O)NCC(F)(F)F.Cl,,311.76,0.49,61.44,AJPLNGXZLCEQRH-UHFFFAOYSA-N,4,3,2,18,17
df2de6b9-00d1-4176-af2a-000e6f41b191,9244120,O=C(NCC1CCN(Cc2ccccc2)CC1)NC1CC1,,287.41,2.36,44.37,KGDAJESBIYIVAE-UHFFFAOYSA-N,5,2,2,21,23
bf957473-4cc4-47ed-ab53-709803e7c881,9247385,O=C(CSCc1ccccc1)Nc1ccc(CC(=O)NC2CC2)cc1,,354.48,3.38,58.2,PATZSWDGEHHNPT-UHFFFAOYSA-N,8,3,2,25,27
a89e1d5e-94ba-4af3-9489-84772e0660b8,9266122,Cc1cc(C)n(-c2ccc(CCC(=O)NCCC3=CCCCC3)cc2)n1,,351.49,4.43,46.92,FVPPCINXJOTHPU-UHFFFAOYSA-N,7,3,1,26,28
ea14e6d5-684a-41ac-a9ea-c840974514c1,9266974,O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1c[nH]c2ccccc12,,302.34,3.81,73.57,BIUDTCVPNDVGSP-UHFFFAOYSA-N,3,2,3,23,26
d0b941a9-3a33-4976-a301-34a84d6300e7,9248072,O=C(O)C(=O)O.O=C(O)C(=O)O.c1ccc(CN2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1,,486.48,1.19,184.36,AYRFCYXATZLTHR-UHFFFAOYSA-N,4,7,5,35,36
287cd6bd-8993-4eb2-bd0b-c699cf5a390d,9246760,COc1cccc(CC(=O)N2CC(Nc3cccnn3)C2)c1,,298.35,1.35,67.35,WQDZKOHYCWWHBF-UHFFFAOYSA-N,5,5,1,22,24
ac182b34-d4e7-4d8b-9b2e-c8c2efb231fe,9249998,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C2=O)CC1,,365.43,2.11,53.09,JRSLARDFVUZKAD-UHFFFAOYSA-N,5,5,0,27,30
206e5795-3800-4630-8db0-5b8f054829ea,9263761,O=C(CCCc1ccccc1)NCCNC(=O)c1ccc(NC(=O)C2CC2)cc1,,393.49,2.9,87.3,PPTULMLKQSINBB-UHFFFAOYSA-N,10,3,3,29,31
fe70bea3-9894-46dc-90f8-61ddb2ec544a,9255491,FC(F)(F)c1cnc(N2CCN(C3CCN(Cc4ccnc5ccccc45)CC3)CC2)c(Cl)c1,,489.97,5.09,35.5,AFFDFBWJZNKZPC-UHFFFAOYSA-N,4,5,0,34,38
9dff6f57-1fb0-4c00-8ae3-92d3844be4ee,9252243,CNC(=O)c1cccc(-c2noc(C3CN(C(=O)CCc4ccc(OC)cc4)C3)n2)c1,,420.47,2.66,97.56,DHGAFTQSGQEPQP-UHFFFAOYSA-N,7,6,1,31,34
a6b52ce0-a688-40bc-9789-c9ddc07b5bc3,9258701,Cc1ccc2nc3c(cc(C(=O)NCCN4CCOCC4)n3Cc3ccccc3)c(=O)n2c1,,445.52,2.07,80.87,AHKMCHNUJCMZCM-UHFFFAOYSA-N,6,7,1,33,37
8b8d83ae-fd8e-475f-9ffb-5c5015f46e4f,9265769,COc1ccccc1CCNC(=O)c1csc(NC(=O)Nc2ccccc2)n1,,396.47,3.77,92.35,BTLITABGVJMGDK-UHFFFAOYSA-N,7,5,3,28,30
2bfa039f-606b-4d9e-ab92-9190f9c402f6,9252043,Cc1ccc(CSc2nc3cc(C(=O)NCCCN4CCOCC4)ccc3c(=O)n2-c2ccc(F)cc2)cc1,,546.67,4.58,76.46,VPUWHGULVDICSM-UHFFFAOYSA-N,9,7,1,39,43
d5fab3eb-ea99-4a0a-bab0-a8bfb23f094f,9256844,Cl.Cl.c1cc(C2CCNCC2)ccc1CN1CCCC1,,317.3,3.59,15.27,MTERBFWNZVSNBU-UHFFFAOYSA-N,3,2,1,20,20
f5de0b8a-690a-402f-9e77-d27a6bfc4f2e,9246319,COc1ccc(OCc2noc(CNC(=O)Cc3c[nH]c4ccccc34)n2)cc1,,392.42,3.0,102.27,XHCSQFGGHAKRHD-UHFFFAOYSA-N,8,6,2,29,32
338538b5-440e-4e3a-8d29-31aa8498851b,9262839,O=C(NCCC(O)c1ccccc1)C1CC1,,219.28,1.64,49.33,SNNZGGFZPPWZTB-UHFFFAOYSA-N,5,2,2,16,17
3dd8e060-54b2-420e-bc7b-8c2941f6bb5a,9252736,Cc1cccc(NCCNC(CC(=O)Nc2ccc(F)cc2)C(=O)O)c1,,359.4,2.62,90.46,VMKANIXHYQNROS-UHFFFAOYSA-N,9,4,4,26,27
153374a7-8df8-42c8-a527-0ad4b4430591,9250316,O=c1ccnc(SCc2ccc(F)cc2)[nH]1,,236.27,2.2,45.75,ADMAASSUBQDVAI-UHFFFAOYSA-N,3,3,1,16,17
d6c1ed29-b427-4a06-a781-dff784477e90,9267810,O=C(NC1CCCCCCC1)c1nnn2cc(-c3ccccc3)[nH]c(=O)c12,,365.44,2.93,92.15,PQGBMCPUMZXYSA-UHFFFAOYSA-N,3,5,2,27,30
2ec5347b-0e38-40f1-bdae-9672340660b3,9259866,O=C(CCC1CCCCC1)N1CCC2(CC1)NC(=O)N(CCc1ccccc1)C2=O,,411.55,3.5,69.72,DDKIOGFWHVVKTH-UHFFFAOYSA-N,6,3,1,30,33
28c7d269-8da6-43d8-b9fe-e472592a9f8e,9249623,COCC(=O)Nc1ccc2c(c1)C(=O)Nc1cc(C)ccc1O2,,312.32,2.94,76.66,XJGWIAYSMNFAMR-UHFFFAOYSA-N,3,4,2,23,25
338cf9aa-be81-44f7-be96-ddf89a249e29,9255834,Cc1cc2ncnc(N3CCN(c4ccc(N5CCOCC5)nn4)CC3)c2[nH]1,,380.46,1.22,86.3,DBPMHQNDLKZJMB-UHFFFAOYSA-N,3,8,1,28,32
65ec1da5-540e-4907-82f3-ff1a7ff2fa65,9243501,O=C(Cn1cc(S(=O)(=O)Cc2ccccc2)c2ccccc21)N1CCN(Cc2ccccc2)CC1,,487.63,3.96,62.62,TXQBPARCOSAIAF-UHFFFAOYSA-N,7,5,0,35,39
ee8fef3a-8fcc-4552-9752-d55ab1453f1d,9247132,COc1ccc(CCS(=O)(=O)NCCCN2CCOC(c3ccccc3)C2)cc1,,418.56,2.62,67.87,GBAXKWDULPEUFV-UHFFFAOYSA-N,10,5,1,29,31
e227a87f-ed48-47f0-94a4-63276b9edc59,9267315,Cn1nc(C(=O)N2CCc3nc(NC(=O)c4ccccn4)sc3C2)ccc1=O,,396.43,1.08,110.08,QDIAFVKKOIQZDZ-UHFFFAOYSA-N,3,8,1,28,31
6818c747-2467-4353-b538-152f2c5805cc,9264550,CSc1ccccc1CN1CCC(CNS(=O)(=O)Cc2ccccc2)CC1,,404.6,3.74,49.41,QMQOIHHKNWOWOQ-UHFFFAOYSA-N,8,4,1,27,29
5818042f-978c-46eb-bc06-efb4c3690e76,9244142,COc1ccc(OC)c(COCC(O)CN2CCc3ccccc3C2)c1.Cl,,393.91,3.06,51.16,QPFYVTXIDJXUQP-UHFFFAOYSA-N,8,5,1,27,28
6ea37deb-d198-4669-a1c3-5f856f261495,9251695,O=C(CCc1ccc(F)c(Cl)c1)NCc1ccnc(N2CCCC2=O)c1,,375.83,3.25,62.3,KUWRCTCMNGVQAN-UHFFFAOYSA-N,6,3,1,26,28
6de463da-259f-48e4-90c8-fba793b63875,9250107,COc1ccc(-c2cc3nc(C)cc(N4CCN(CCO)CC4)n3n2)cc1OC,,397.48,1.84,75.36,ASNIXFBSNHRSAA-UHFFFAOYSA-N,6,8,1,29,32
6facab59-0ff5-4852-967a-3f75841e5d7b,9243203,O=c1[nH]c(SCc2ccc(C(F)(F)F)cc2)nc2c1cnn2CCO,,370.36,2.42,83.8,OCTHZOGDQUZFRK-UHFFFAOYSA-N,5,6,2,25,27
956253cd-d90f-47d2-84f4-f09233152d4b,9263438,O=C(COCC(=O)Nc1nc2c(F)cccc2s1)Nc1nc2c(F)cccc2s1,,434.45,3.78,93.21,SMLHJZXZAKAYLO-UHFFFAOYSA-N,6,7,2,29,32
ff72cb74-d85b-49aa-a0a1-22a7ae36593e,9252181,CC1CCN(c2ccc(N3CCNCC3)nn2)CC1,,261.37,1.12,44.29,NXIFOAFRANLJBK-UHFFFAOYSA-N,2,5,1,19,21
e7c56b40-f021-42e8-99e9-f7ae5e77ce29,9251671,Cc1noc(C)c1CCC(=O)N1CCN(c2ccc(F)cc2)CC1,,331.39,2.71,49.58,RXFDAWZGAJWPKX-UHFFFAOYSA-N,4,4,0,24,26
4c24ce7e-434a-41a7-9d51-9b78173c11c4,9262934,Cc1cccc(NC(=O)CCN2CCN(C/C=C/c3ccccc3)CC2)c1,,363.5,3.65,35.58,MXLYFJDJNVUSPV-UXBLZVDNSA-N,7,3,1,27,29
74732ca5-8bfc-429b-b378-2158f335ab20,9256865,NC(=O)c1cc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)ccn1,,351.33,1.92,75.35,AZMQBJHWUDKBCM-UHFFFAOYSA-N,3,5,1,25,27
6e3b3b62-8a7d-4869-9ba2-a79eb139c3c3,9268266,COc1cc2c(cc1OC)CN(S(=O)(=O)CCNC(=O)CCCc1ccccc1)CC2,,446.57,2.53,84.94,CICLSZNLQBAELR-UHFFFAOYSA-N,10,5,1,31,33
d2b0d1b0-14f7-4fe5-9156-9ab379aa32d5,9255009,c1nc(C2CC2)cc(N2CCSCC2)n1,,221.33,1.91,29.02,USIKQBVVVHJGMX-UHFFFAOYSA-N,2,4,0,15,17
c1400b20-8515-473f-b25c-1a87bb8b25b4,9244287,COCCn1nnn(-c2ccc(NC(=O)NCc3ccc(F)cc3)cc2)c1=O,,386.39,1.54,103.07,OIGCPMWNTDSEOI-UHFFFAOYSA-N,7,7,2,28,30
4db219c2-6496-48ac-8a7c-982ee769fe95,9264913,COc1ccc(CNC(=O)C2CCN(c3cc(Sc4cc(C)ccc4C)ncn3)CC2)cc1OC,,492.64,4.79,76.58,DRRFBJGCXMMCPE-UHFFFAOYSA-N,8,7,1,35,38
c907f67f-ede9-4a77-92f8-ee7d57cdd718,9248997,CCOc1ccc(-c2cn3c(CC(=O)NCCc4ccccc4)csc3n2)cc1,,405.52,4.36,55.63,NXSPFEALSBXJMV-UHFFFAOYSA-N,8,5,1,29,32
74101af3-304b-423b-9f69-4f9cc150d2f6,9254721,Cc1ncccc1C(=O)N1CCC(c2ccccc2)S(=O)(=O)CC1,,344.44,2.39,67.34,NKIXECMRDGXDAY-UHFFFAOYSA-N,2,4,0,24,26
108b2ddf-ca22-49d0-97ea-f230322817d9,9265380,O=C(c1ccc(Oc2ccccc2)cc1)N1CC(Nc2ncccn2)C1,,346.39,3.21,67.35,JCVCICGBKZXRBR-UHFFFAOYSA-N,5,5,1,26,29
a46891ff-018b-44ad-8235-a4c3b4d993e1,9248423,COc1ccc(-c2nc(CCN)cs2)cc1OC.Cl.Cl,,337.27,3.17,57.37,VDFVYODAHZGGFN-UHFFFAOYSA-N,5,5,1,20,19
049aa823-7d07-40be-b78a-3353f4daec37,9248202,CSc1ccc(C(O)CNc2cc(C3CCC3)ncn2)cc1,,315.44,3.61,58.04,JLHKGTHLHSKOMC-UHFFFAOYSA-N,6,5,2,22,24
f78a1aba-652e-4238-a868-c00fa2d70d5b,9255669,Cl.NCC#CCOc1cccc(C(F)(F)F)c1,,265.66,2.47,35.25,ADYHZNWOBSSDSZ-UHFFFAOYSA-N,2,2,1,17,16
9f503773-423a-4991-9eb1-a75add56ea07,9245762,CC1CCC(C(C)C)C(OCC(O)CN2CCN(C)CC2)C1.Cl.Cl,,385.42,2.92,35.94,PHRMXWAEAVZVRS-UHFFFAOYSA-N,6,4,1,24,23
f0b09281-2716-4624-9e77-72fefa76ed4a,9266032,COc1ccc(CCNC(=O)N2CCC(Cn3ccnc3C(C)C)CC2)cc1,,384.52,3.68,59.39,SZVXCXBHUCGTDB-UHFFFAOYSA-N,7,4,1,28,30
f3a5060d-0d26-4bcd-ace8-16453c6dbff1,9266079,COc1ccc2c(CCNC(=O)CCc3ccc(-c4ccccc4)o3)c[nH]c2c1,,388.47,4.73,67.26,KIXDDLSCYFNRKJ-UHFFFAOYSA-N,8,3,2,29,32
068a7f85-6a4a-4c7c-b52f-9a255cee4833,9255250,CC(C)COc1ccc(-c2noc(CN3C(=O)COc4ccccc43)n2)cc1,,379.42,3.7,77.69,ZHPQDEWLIQOODY-UHFFFAOYSA-N,6,6,0,28,31
9373465b-7818-4c99-b7a5-0e340849453a,9261013,CN(C)c1ccc(C(=O)N2CCC(N3CCc4sccc4C3)CC2)cc1,,369.53,3.48,26.79,PTFJZCYHSLYDDZ-UHFFFAOYSA-N,3,4,0,26,29
9e4b5427-6d8c-490b-a875-af847d71296f,9247079,CN1CCN(c2ccc(-c3cccc(NC(=O)Cc4ccc(F)cc4)c3)nn2)CC1,,405.48,3.22,61.36,NUFRICVVOPCXKA-UHFFFAOYSA-N,5,5,1,30,33
e688c62e-fb13-4571-a540-15e0c97e68c9,9261218,O=C(Nc1ccc2c(c1)CCC(=O)N2Cc1ccccc1)c1ccc(Br)o1,,425.28,4.77,62.55,ZTTISBOBRSDHTI-UHFFFAOYSA-N,4,3,1,27,30
c2f102e4-5a95-484d-9237-da87c10b1b42,9263459,COc1ccc(CCC(=O)Nc2ccc(Cn3cnc(C(=O)Nc4ccc(F)cc4C)c3)cc2)cc1,,486.55,5.21,85.25,KWVMURHTHNAMIP-UHFFFAOYSA-N,9,5,2,36,39
6ee7a3a5-49ed-4c71-88ef-cef28e0ed283,9243252,O=C(NCCOc1ccccc1)NCC1(Sc2ccccc2)CCOCC1,,386.52,3.71,59.59,XOXXKLDXRQIPEB-UHFFFAOYSA-N,8,4,2,27,29
706c0940-e6a5-4689-be60-99eb9e7a52ba,9242944,Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCNc1ccc(Oc2ccccc2)cc1,,430.47,2.89,98.35,DJJXPMRLHHPBQV-UHFFFAOYSA-N,6,8,2,32,36
